Year of Project Year,Technology Mid-Type,Country,Technology Broad Category,Technology Sub-Type,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Subsystem 1 - Technology Sub-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh)
2016,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,4800,2400,4800
2016,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1.67,100.2,60,100.2
2016,Lithium-ion battery,Canada,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,300,150,300
2016,Lithium-ion battery,Finland,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,600,1200,600
2016,Lithium-ion battery,Hong Kong,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,1000,2000,1000
2016,Lithium-ion battery,Hong Kong,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,1000,2000,1000
2016,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2.2,1100,500,1100
2016,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.57,14250,25000,14250
2016,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1.6,800,500,800
2016,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1.27,762,600,762
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,4,80000,20000,80000
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,20000,20000,20000
2017,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,4,30000,7500,30000
2017,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,4,120000,30000,120000
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,1000,2000,1000
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,135,135,135
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.67,3350,5000,3350
2017,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.42,4200,10000,4200
2017,Lithium-ion battery,Canada,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,4,59200,14800,59200
2017,Lithium-ion battery,Australia,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,500,250,500
2017,Lithium-ion battery,United Kingdom,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0,,20000,0
